연번,상가유형,호선,역명,상가번호,면적(제곱미터),영업업종,계약시작일자,계약종료일자,월임대료,사업진행단계
1123,개별(일반),7호선,수락산역,711-207,58,기타,2020-07-02,2025-08-01,1767700,
1124,개별(일반),7호선,마들역,712-101,33,플라워,2020-05-29,2025-06-28,466600,
1125,개별(일반),7호선,마들역,712-102,33,패션잡화,2019-10-29,2024-11-27,500000,
1126,개별(일반),7호선,마들역,712-105,33,기타,2020-03-02,2025-05-01,2466000,
1127,개별(일반),7호선,마들역,712-106,33,기타,2020-03-02,2025-05-01,,
1128,개별(일반),7호선,마들역,712-107,33,기타,2020-03-02,2025-05-01,,
1129,네트워크,7호선,마들역,712-108,33,기타,2024-06-07,2029-08-16,514030,
1130,개별(일반),7호선,마들역,712-109,33,무인프린트,2023-07-19,2028-08-18,505000,
1131,네트워크,7호선,마들역,712-111,33.11,편의점,2020-02-13,2025-04-12,6137560,
1132,네트워크,7호선,마들역,712-113,230.7,공유오피스,2021-05-07,2026-11-03,2120183,
1133,개별(일반),7호선,마들역,712-114,33,기타,2020-03-02,2025-05-01,,
1134,개별(일반),7호선,마들역,712-115,33,기타,2020-03-02,2025-05-01,,
1135,개별(일반),7호선,마들역,712-116,45,기타,2020-03-02,2025-05-01,,
1136,개별(일반),7호선,마들역,712-117,35,기타,2020-03-02,2025-05-01,,
1137,개별(일반),7호선,마들역,712-118,35,기타,2020-03-02,2025-05-01,,
1138,개별(일반),7호선,마들역,712-119,36,기타,2020-03-02,2025-05-01,,
1139,개별(일반),7호선,마들역,712-120,31,기타,2020-03-02,2025-05-01,,
1140,개별(일반),7호선,마들역,712-202,45,식음료,2022-08-29,2027-09-28,1700000,
1141,개별(일반),7호선,마들역,712-203,45,패션잡화,2024-02-13,2029-03-14,1300000,
1142,개별(일반),7호선,마들역,712-204,20,패션잡화,2024-05-02,2029-06-01,1580000,
1143,복합,7호선,노원(7)역,713-101,36.4,식음료,2016-07-08,2026-11-06,1753992,
1144,복합,7호선,노원(7)역,713-102,29,패션잡화,2016-07-08,2026-11-06,1397411,
1145,복합,7호선,노원(7)역,713-103,29,패션잡화,2016-07-08,2026-11-06,1397411,
1146,복합,7호선,노원(7)역,713-104,25.5,기타,2016-07-08,2026-11-06,2340492,
1147,복합,7호선,노원(7)역,713-105,25.5,기타,2016-07-08,2026-11-06,,
1148,복합,7호선,노원(7)역,713-106,24,기타,2016-07-08,2026-11-06,1156478,
1149,복합,7호선,노원(7)역,713-107,28.3,패션잡화,2016-07-08,2026-11-06,1363681,
1150,복합,7호선,노원(7)역,713-108,32.5,식음료,2016-07-08,2026-11-06,1566065,
1151,복합,7호선,노원(7)역,713-109,33.6,패션잡화,2016-07-08,2026-11-06,1619070,
1152,복합,7호선,노원(7)역,713-110,33.6,패션잡화,2016-07-08,2026-11-06,1619070,
1153,복합,7호선,노원(7)역,713-111,33.6,패션잡화,2016-07-08,2026-11-06,1619070,
1154,복합,7호선,노원(7)역,713-112,33.6,패션잡화,2016-07-08,2026-11-06,1619070,
1155,복합,7호선,노원(7)역,713-113,33.6,패션잡화,2016-07-08,2026-11-06,1619070,
1156,복합,7호선,노원(7)역,713-114,41,플라워,2016-07-08,2026-11-06,1975651,
1157,복합,7호선,노원(7)역,713-115,18,패션잡화,2016-07-08,2026-11-06,2065160,
1158,네트워크,7호선,노원(7)역,713-116,55.15,편의점,2020-02-13,2025-04-12,19781190,
1159,복합,7호선,노원(7)역,713-117,45,패션잡화,2016-07-08,2026-11-06,2323283,
1160,복합,7호선,노원(7)역,713-118,33,패션잡화,2016-07-08,2026-11-06,1703740,
1161,개별(일반),7호선,노원(7)역,713-120,17,기타,2020-07-02,2025-08-01,2560000,
1162,개별(일반),7호선,노원(7)역,713-121,24,패션잡화,2020-06-29,2025-07-29,2510000,
1163,개별(일반),7호선,노원(7)역,713-202,40,패션잡화,2024-01-26,2029-02-25,1795200,
1164,공실,7호선,노원(7)역,713-203,37,,,,,2단계. 시설물 점검
1165,개별(일반),7호선,노원(7)역,713-255,52,사무실,2020-02-01,2025-01-31,599400,
1166,네트워크,7호선,중계역,714-101,47.6,기타,2022-09-07,2028-02-04,1222400,
1167,개별(대형),7호선,중계역,714-102,105.6,식음료,2019-08-24,2024-09-22,4560000,
1168,네트워크,7호선,중계역,714-201,32.91,편의점,2020-02-13,2025-04-12,8936070,
1169,개별(일반),7호선,중계역,714-204,34,패션잡화,2022-11-14,2027-12-14,1740000,
1170,네트워크,7호선,중계역,714-205,41,화장품,2022-08-01,2027-12-29,929961,
1171,개별(일반),7호선,중계역,714-207,50,패션잡화,2024-05-03,2029-06-02,2780400,
1172,개별(일반),7호선,하계역,715-101,55.01,식음료,2019-12-18,2024-12-17,7260000,
1173,네트워크,7호선,하계역,715-102,40.8,편의점,2020-02-13,2025-04-12,14478750,
1174,개별(일반),7호선,하계역,715-103,36.57,기타,2019-10-08,2024-11-06,4310000,
1175,개별(일반),7호선,하계역,715-104,65,패션잡화,2023-07-24,2028-08-23,1485500,
1176,네트워크,7호선,하계역,715-106,32,무인프린트,2022-08-30,2028-01-27,906839,
1177,개별(일반),7호선,하계역,715-107,32,기타,2023-10-17,2028-11-16,1016600,
1178,개별(일반),7호선,하계역,715-108,26,패션잡화,2020-07-01,2025-07-31,2250000,
1179,개별(일반),7호선,하계역,715-109,70,패션잡화,2020-06-30,2025-07-30,4770000,
1180,네트워크,7호선,하계역,715-111,33,화장품,2022-08-01,2027-12-29,898206,
1181,네트워크,7호선,공릉역,716-101,29.88,패션잡화,2023-07-17,2028-08-31,1671013,
1182,네트워크,7호선,공릉역,716-102,28.91,편의점,2020-02-13,2025-04-12,7699120,
1183,개별(일반),7호선,공릉역,716-103,29.42,패션잡화,2019-10-05,2024-11-03,3230000,
1184,개별(일반),7호선,공릉역,716-104,30,패션잡화,2020-07-01,2025-07-31,2300000,
1185,개별(일반),7호선,공릉역,716-105,50,식음료,2020-07-01,2025-07-31,3600000,
1186,네트워크,7호선,공릉역,716-106,40,기타,2023-06-05,2028-08-14,2079853,
1187,네트워크,7호선,태릉입구(7)역,717-102,37.14,편의점,2020-02-13,2025-04-12,9603880,
1188,공실,7호선,태릉입구(7)역,717-103,33,,,,,1단계. 사업계획 수립중
1189,네트워크,7호선,태릉입구(7)역,717-105,31,무인프린트,2022-08-30,2028-01-27,718035,
1190,임대진행,7호선,태릉입구(7)역,717-112,33,,,,,5단계. 입찰공고
1191,네트워크,7호선,태릉입구(7)역,717-304,50,화장품,2022-08-01,2027-12-29,1020689,
1192,네트워크,7호선,태릉입구(7)역,717-305,40,패션잡화,2022-10-11,2028-02-08,1150489,
1193,개별(일반),7호선,태릉입구(7)역,717-307,45,패션잡화,2020-07-23,2025-08-22,2033300,
1194,개별(일반),7호선,먹골역,718-101,48,패션잡화,2022-11-14,2027-12-14,1420000,
1195,네트워크,7호선,먹골역,718-109,34,무인프린트,2022-08-30,2028-01-27,814212,
1196,네트워크,7호선,먹골역,718-201,24.38,편의점,2020-02-13,2025-04-12,6181890,
1197,개별(일반),7호선,먹골역,718-202,58,패션잡화,2023-05-25,2028-06-24,1224400,
1198,개별(일반),7호선,먹골역,718-203,57,패션잡화,2023-05-25,2028-06-24,1225300,
1199,개별(일반),7호선,먹골역,718-205,35,패션잡화,2022-11-14,2027-12-14,1260000,
1200,개별(일반),7호선,먹골역,718-206,35,기타,2022-11-14,2027-12-14,1200000,
1201,네트워크,7호선,중화역,719-101,29.7,편의점,2020-02-13,2025-04-12,7671950,
1202,개별(일반),7호선,중화역,719-102,39.02,식음료,2023-06-19,2028-07-19,2020000,
1203,복합,7호선,중화역,719-103,28.43,기타,2022-06-19,2027-06-18,1188000,
1204,복합,7호선,중화역,719-104,39.57,패션잡화,2022-06-19,2027-06-18,1610400,
1205,복합,7호선,중화역,719-105,37.38,식음료,2022-06-19,2027-06-18,1521300,
1206,복합,7호선,중화역,719-106,95.23,패션잡화,2022-06-19,2027-06-18,3560700,
1207,개별(일반),7호선,중화역,719-109,30,패션잡화,2020-04-17,2025-05-17,2789300,
1208,개별(일반),7호선,중화역,719-112,44,패션잡화,2024-05-02,2029-06-01,1620000,
1209,임대진행,7호선,중화역,719-113,50,,,,,3단계. 감정평가
1210,네트워크,7호선,중화역,719-114,18,무인프린트,2022-08-30,2028-01-27,855144,
1211,개별(일반),7호선,중화역,719-115,45,패션잡화,2023-03-13,2028-04-12,1350000,
1212,개별(일반),7호선,중화역,719-202,70,패션잡화,2024-06-24,2029-07-24,1250000,
1213,개별(일반),7호선,중화역,719-203,50,패션잡화,2024-04-08,2029-05-08,1700000,
1214,네트워크,7호선,상봉역,720-102,60,패션잡화,2022-10-11,2028-02-08,3451467,
1215,개별(일반),7호선,상봉역,720-201,43.09,패션잡화,2018-09-28,2028-11-26,4396800,
1216,네트워크,7호선,상봉역,720-202,45.48,편의점,2020-02-13,2025-04-12,13788060,
1217,네트워크,7호선,상봉역,720-203,74,플라워,2022-10-21,2028-02-18,3055501,
1218,공실,7호선,상봉역,720-204,53,,,,,2단계. 시설물 점검
1219,개별(일반),7호선,상봉역,720-205,52,패션잡화,2023-06-27,2028-07-27,1298000,
1220,임대진행,7호선,상봉역,720-206,78,,,,,5단계. 입찰공고
1221,네트워크,7호선,면목역,721-101,29,패션잡화,2023-07-08,2025-07-07,2154831,
1222,네트워크,7호선,면목역,721-102,36.08,편의점,2020-02-13,2025-04-12,10569130,
1223,개별(일반),7호선,면목역,721-103,32,식음료,2020-06-08,2025-07-08,4500000,
1224,개별(일반),7호선,면목역,721-104,16.8,패션잡화,2019-09-20,2024-10-19,1850000,
1225,개별(일반),7호선,면목역,721-105,24,무인프린트,2024-05-17,2029-06-16,1093300,
1226,임대진행,7호선,면목역,721-106,78,,,,,5단계. 입찰공고
1227,복합,7호선,면목역,721-108,52,의약업,2023-05-30,2028-09-27,2948400,
1228,복합,7호선,면목역,721-109,160,의약업,2023-05-30,2028-09-27,6354800,
1229,공실,7호선,면목역,721-111,45,,,,,2단계. 시설물 점검
1230,개별(일반),7호선,면목역,721-301,64,밀키트,2019-08-24,2024-09-22,4500300,
1231,복합,7호선,면목역,721-302,45.56,패션잡화,2022-06-19,2027-06-18,2154900,
1232,복합,7호선,면목역,721-303,55.05,패션잡화,2022-06-19,2027-06-18,2543200,
1233,복합,7호선,면목역,721-304,16.93,패션잡화,2022-06-19,2027-06-18,837100,
1234,복합,7호선,면목역,721-305,16.68,패션잡화,2022-06-19,2027-06-18,825000,
1235,임대진행,7호선,사가정역,722-102,58,,,,,4단계. 방침수립
1236,임대진행,7호선,사가정역,722-103,112,,,,,4단계. 방침수립
1237,임대진행,7호선,사가정역,722-104,46,,,,,4단계. 방침수립
1238,개별(일반),7호선,사가정역,722-301,21.9,사무실,2019-05-21,2029-06-19,245100,
1239,네트워크,7호선,사가정역,722-302,32.21,편의점,2020-02-13,2025-04-12,11204050,
1240,복합,7호선,사가정역,722-303,26.03,기타,2022-06-19,2027-06-18,1259500,
1241,복합,7호선,사가정역,722-304,25.64,패션잡화,2022-06-19,2027-06-18,1240800,
1242,복합,7호선,사가정역,722-305,106.54,패션잡화,2022-06-19,2027-06-18,4452800,
1243,복합,7호선,사가정역,722-306,41.82,패션잡화,2022-06-19,2027-06-18,1977800,
1244,복합,7호선,사가정역,722-307,35.13,플라워,2022-06-19,2027-06-18,1699500,
1245,네트워크,7호선,사가정역,722-309,93,식음료,2022-07-18,2027-10-16,9090023,
1246,네트워크,7호선,용마산역,723-101,28.8,편의점,2020-02-13,2025-04-12,5070780,
1247,임대진행,7호선,용마산역,723-105,66,,,,,3단계. 감정평가
1248,임대진행,7호선,용마산역,723-106,36,,,,,3단계. 감정평가
1249,임대진행,7호선,용마산역,723-107,35,,,,,3단계. 감정평가
1250,개별(일반),7호선,용마산역,723-301,55,기타,,,,
1251,네트워크,7호선,용마산역,723-302,55,화장품,2022-08-01,2027-12-29,1309883,
1252,공실,7호선,용마산역,723-303,58,,,,,2단계. 시설물 점검
1253,네트워크,7호선,중곡역,724-101,35.16,편의점,2020-02-13,2025-04-12,5995990,
1254,개별(일반),7호선,중곡역,724-201,46.99,패션잡화,2020-10-23,2025-11-22,2500300,
1255,네트워크,7호선,중곡역,724-202,46,밀키트,2023-06-23,2028-09-01,1467835,
1256,네트워크,7호선,군자(7)역,725-101,54.82,편의점,2020-02-13,2025-04-12,14890590,
1257,개별(일반),7호선,군자(7)역,725-102,43,패션잡화,2021-11-25,2026-12-25,3180000,
1258,임대진행,7호선,군자(7)역,725-104,50,,,,,4단계. 방침수립
1259,공실,7호선,군자(7)역,725-105,55,,,,,2단계. 시설물 점검
1260,공실,7호선,군자(7)역,725-301,33.9,,,,,2단계. 시설물 점검
1261,네트워크,7호선,군자(7)역,725-302,86.95,패션잡화,2023-07-08,2025-07-07,3230396,
1262,네트워크,7호선,군자(7)역,725-303,32.7,식음료,2022-12-02,2028-04-01,4179829,
1263,네트워크,7호선,군자(7)역,725-304,20,식음료,2021-02-25,2026-04-26,4336640,
1264,네트워크,7호선,군자(7)역,725-305,24.24,패션잡화,2022-10-11,2028-02-08,4724994,
1265,임대진행,7호선,군자(7)역,725-306,23.5,,,,,4단계. 방침수립
1266,네트워크,7호선,군자(7)역,725-309,31,플라워,2022-10-27,2028-02-24,4575943,
1267,네트워크,7호선,군자(7)역,725-310,27,패션잡화,2022-10-11,2028-02-08,6644073,
1268,네트워크,7호선,어린이대공원역,726-101,35.6,편의점,2020-02-13,2025-04-12,12632620,
1269,공실,7호선,어린이대공원역,726-102,18.48,,,,,2단계. 시설물 점검
1270,공실,7호선,어린이대공원역,726-103,34.61,,,,,2단계. 시설물 점검
1271,공실,7호선,어린이대공원역,726-105,60,,,,,2단계. 시설물 점검
1272,공실,7호선,어린이대공원역,726-201,37,,,,,2단계. 시설물 점검
1273,공실,7호선,어린이대공원역,726-202,37,,,,,2단계. 시설물 점검
1274,공실,7호선,어린이대공원역,726-203,56,,,,,2단계. 시설물 점검
1275,공실,7호선,어린이대공원역,726-204,46,,,,,2단계. 시설물 점검
1276,공실,7호선,어린이대공원역,726-205,30,,,,,2단계. 시설물 점검
1277,공실,7호선,어린이대공원역,726-206,22,,,,,2단계. 시설물 점검
1278,개별(대형),7호선,건대입구(7)역,727-101,867.64,기타,2020-09-15,2025-09-14,18989000,
1279,개별(일반),7호선,건대입구(7)역,727-201,76,의약업,2020-01-09,2025-02-07,25650000,
1280,네트워크,7호선,건대입구(7)역,727-202,37.36,편의점,2020-02-13,2025-04-12,13409110,
1281,개별(일반),7호선,건대입구(7)역,727-204,75,의약업,2023-03-29,2028-04-28,16100000,
1282,공실,7호선,건대입구(7)역,727-205,30,,,,,2단계. 시설물 점검
1283,공실,7호선,건대입구(7)역,727-206,29,,,,,2단계. 시설물 점검
1284,네트워크,7호선,건대입구(7)역,727-301,26,플라워,2022-10-21,2028-02-18,2058651,
1285,네트워크,7호선,건대입구(7)역,727-302,32,식음료,2022-12-02,2028-04-01,2419901,
1286,네트워크,7호선,뚝섬유원지역,728-001,29.89,편의점,2020-02-13,2025-04-12,5262400,
1287,임대진행,7호선,청담역,729-103,33,,,,,4단계. 방침수립
1288,임대진행,7호선,청담역,729-104,81,,,,,4단계. 방침수립
1289,공실,7호선,청담역,729-302,23.4,,,,,2단계. 시설물 점검
1290,공실,7호선,청담역,729-303,97.44,,,,,2단계. 시설물 점검
1291,네트워크,7호선,청담역,729-306,65.36,식음료,2021-02-25,2026-04-26,3417040,
1292,개별(일반),7호선,청담역,729-307,37.11,패션잡화,2021-03-18,2026-04-17,1500200,
1293,네트워크,7호선,청담역,729-308,52.34,편의점,2020-02-13,2025-04-12,16639480,
1294,개별(일반),7호선,청담역,729-326,35.2,기타,2019-08-24,2024-09-22,1301600,
1295,공실,7호선,청담역,729-327,101.37,,,,,2단계. 시설물 점검
1296,임대진행,7호선,청담역,729-331,25,,,,,4단계. 방침수립
1297,네트워크,7호선,청담역,729-333,55,화장품,2022-08-01,2027-12-29,3305896,
1298,네트워크,7호선,청담역,729-334,35,플라워,2022-10-21,2028-02-18,1775339,
1299,네트워크,7호선,청담역,729-335,43,화장품,2022-08-01,2027-12-29,1999415,
1300,개별(대형),7호선,청담역,729-340,178,패션잡화,2023-12-21,2029-02-04,4880000,
1301,네트워크,7호선,강남구청역,730-101,63.8,편의점,2020-02-13,2025-04-12,16140410,
1302,개별(대형),7호선,강남구청역,730-102,355.7,의약업,2019-04-22,2026-09-23,4901000,
1303,복합,7호선,강남구청역,730-103,472,기타,2021-06-14,2026-09-12,16671500,
1304,복합,7호선,강남구청역,730-104,,기타,2021-06-14,2026-09-12,,
1305,복합,7호선,강남구청역,730-105,,기타,2021-06-14,2026-09-12,,
1306,복합,7호선,강남구청역,730-106,,기타,2021-06-14,2026-09-12,,
1307,복합,7호선,강남구청역,730-107,,기타,2021-06-14,2026-09-12,,
1308,복합,7호선,강남구청역,730-108,,기타,2021-06-14,2026-09-12,,
1309,복합,7호선,강남구청역,730-109,,기타,2021-06-14,2026-09-12,,
1310,복합,7호선,강남구청역,730-110,,기타,2021-06-14,2026-09-12,,
1311,개별(일반),7호선,강남구청역,730-111,22,의약업,2019-04-19,2026-01-13,3010000,
1312,네트워크,7호선,강남구청역,730-202,57,패션잡화,2023-07-17,2028-08-31,4053754,
1313,개별(일반),7호선,강남구청역,730-204,9.2,패션잡화,2024-04-29,2029-05-29,1200000,
1314,개별(일반),7호선,강남구청역,730-205,28,패션잡화,2019-10-24,2024-11-22,2000000,
1315,네트워크,7호선,강남구청역,730-206,55,플라워,2022-10-27,2028-02-24,2288553,
1316,개별(일반),7호선,강남구청역,730-207,30,패션잡화,2023-03-03,2028-04-02,2425600,
1317,개별(일반),7호선,강남구청역,730-210,41,패션잡화,2024-05-16,2029-06-15,3000000,
1318,네트워크,7호선,강남구청역,730-211,41,패션잡화,2022-12-16,2028-04-15,1677122,
1319,임대진행,7호선,학동역,731-102,16,,,,,5단계. 입찰공고
1320,네트워크,7호선,학동역,731-201,55.45,편의점,2020-02-13,2025-04-12,15504060,
1321,개별(일반),7호선,학동역,731-202,16.4,플라워,2024-05-02,2029-06-01,3000000,
1322,개별(일반),7호선,학동역,731-203,17.54,식음료,2019-12-21,2025-01-19,4680000,
1323,개별(일반),7호선,학동역,731-205,31.39,패션잡화,2020-02-24,2025-03-25,2683000,
1324,네트워크,7호선,학동역,731-206,29.44,기타,2024-06-07,2029-08-16,1982690,
1325,네트워크,7호선,학동역,731-208,58,패션잡화,2023-07-17,2028-08-31,3599152,
1326,개별(일반),7호선,학동역,731-209,68.55,식음료,2022-07-08,2027-08-07,3800000,
1327,복합,7호선,학동역,731-210,51,의약업,2023-05-30,2028-09-27,3749900,
1328,공실,7호선,학동역,731-211,25,,,,,2단계. 시설물 점검
1329,네트워크,7호선,학동역,731-212,44,식음료,2022-07-18,2027-10-16,7619428,
1330,복합,7호선,학동역,731-213,145,의약업,2023-05-30,2028-09-27,7385300,
1331,개별(일반),7호선,논현역,732-102,63.44,식음료,2019-12-10,2025-01-08,5606500,
1332,개별(일반),7호선,논현역,732-103,37.8,패션잡화,2022-04-28,2027-05-28,2910000,
1333,네트워크,7호선,논현역,732-104,44.65,편의점,2020-02-13,2025-04-12,13317590,
1334,공실,7호선,논현역,732-107,35,,,,,2단계. 시설물 점검
1335,임대진행,7호선,논현역,732-108,29,,,,,5단계. 입찰공고
1336,네트워크,7호선,논현역,732-201,29.92,식음료,2021-09-06,2026-11-05,3906413,
1337,개별(일반),7호선,논현역,732-202,30,패션잡화,2023-08-28,2028-08-27,5720000,
1338,네트워크,7호선,논현역,732-203,23,화장품,2020-12-23,2026-03-23,2077017,
1339,개별(일반),7호선,논현역,732-207,50,패션잡화,2023-10-26,2028-11-25,2416600,
1340,복합,7호선,논현역,732-208,50,의약업,2023-05-30,2028-09-27,3864400,
1341,개별(일반),7호선,논현역,732-209,33,식음료,2024-02-23,2029-03-24,3401200,
1342,개별(일반),7호선,논현역,732-210,25,기타,2024-02-13,2029-03-14,2100000,
1343,복합,7호선,논현역,732-212,110,의약업,2023-05-30,2028-09-27,6339500,
1344,개별(일반),7호선,논현역,732-213,57.7,패션잡화,2024-01-12,2029-02-11,6350000,
1345,복합,7호선,반포역,733-102,277.14,기타,2023-03-02,2028-03-01,6005626,
1346,복합,7호선,반포역,733-103,75.48,기타,2023-03-02,2028-03-01,2100604,
1347,복합,7호선,반포역,733-111,1260.58,기타,2023-03-02,2028-03-01,7765170,
1348,복합,7호선,반포역,733-112,,기타,2023-03-02,2028-03-01,,
1349,복합,7호선,반포역,733-113,,기타,2023-03-02,2028-03-01,,
1350,복합,7호선,반포역,733-114,,사무실,2023-03-02,2028-03-01,,
1351,복합,7호선,반포역,733-115,,기타,2023-03-02,2028-03-01,,
1352,개별(일반),7호선,반포역,733-138,40,패션잡화,2020-06-04,2025-07-04,2700000,
1353,네트워크,7호선,반포역,733-154,40.36,편의점,2020-02-13,2025-04-12,7854990,
1354,개별(일반),7호선,반포역,733-156,30,패션잡화,2023-09-04,2028-10-04,1541600,
1355,개별(일반),7호선,반포역,733-201,43,기타,2023-09-20,2028-10-20,1176800,
1356,개별(일반),7호선,반포역,733-202,42,기타,2023-09-20,2028-10-20,1280500,
1357,개별(일반),7호선,고속터미널(7)역,734-101,556,기타,2021-01-05,2026-04-05,6666600,
1358,네트워크,7호선,고속터미널(7)역,734-140,95,플라워,2022-10-27,2028-02-24,3235240,
1359,개별(일반),7호선,고속터미널(7)역,734-201,44,기타,2019-06-25,2024-08-13,3020000,
1360,복합,7호선,고속터미널(7)역,734-202,123.69,패션잡화,2023-04-10,2028-07-19,25890480,
1361,복합,7호선,고속터미널(7)역,734-203,,패션잡화,2023-04-10,2028-07-19,,
1362,복합,7호선,고속터미널(7)역,734-204,,패션잡화,2023-04-10,2028-07-19,,
1363,복합,7호선,고속터미널(7)역,734-205,44.31,식음료,2023-04-10,2028-07-19,8910360,
1364,복합,7호선,고속터미널(7)역,734-206,62.77,식음료,2023-04-10,2028-07-19,12272760,
1365,복합,7호선,고속터미널(7)역,734-207,,식음료,2023-04-10,2028-07-19,,
1366,복합,7호선,고속터미널(7)역,734-208,,식음료,2023-04-10,2028-07-19,,
1367,개별(일반),7호선,고속터미널(7)역,734-209,266.9,기타,2022-08-12,2027-08-31,3521500,
1368,복합,7호선,고속터미널(7)역,734-210,231.28,패션잡화,2023-04-10,2028-07-19,36145800,
1369,복합,7호선,고속터미널(7)역,734-211,,기타,2023-04-10,2028-07-19,,
1370,복합,7호선,고속터미널(7)역,734-212,,기타,2023-04-10,2028-07-19,,
1371,복합,7호선,고속터미널(7)역,734-213,,패션잡화,2023-04-10,2028-07-19,,
1372,복합,7호선,고속터미널(7)역,734-214,376.56,패션잡화,2023-04-10,2028-07-19,84900600,
1373,네트워크,7호선,고속터미널(7)역,734-215,60.27,편의점,2020-02-13,2025-04-12,23453430,
1374,네트워크,7호선,고속터미널(7)역,734-216,71.53,식음료,2021-09-06,2026-11-05,7914283,
1375,개별(일반),7호선,내방역,735-101,45,패션잡화,2022-08-26,2027-09-25,3850000,
1376,네트워크,7호선,내방역,735-103,62.21,편의점,2020-02-13,2025-04-12,15240940,
1377,개별(일반),7호선,내방역,735-201,30.78,패션잡화,2022-06-09,2027-07-09,2179000,
1378,네트워크,7호선,내방역,735-202,34,밀키트,2023-06-23,2028-09-01,1259909,
1379,네트워크,7호선,내방역,735-203,28,화장품,2022-08-01,2027-12-29,1619492,
1380,네트워크,7호선,내방역,735-204,28,식음료,2022-07-18,2027-10-16,3967708,
1381,개별(대형),7호선,이수(7)역,736-101,592,기타,2018-12-20,2029-04-18,11450200,
1382,개별(일반),7호선,이수(7)역,736-102,48,사무실,2023-07-24,2028-08-23,650000,
1383,네트워크,7호선,이수(7)역,736-103,51,기타,2024-06-07,2029-08-16,1395230,
1384,임대진행,7호선,이수(7)역,736-104,51,,,,,5단계. 입찰공고
1385,공실,7호선,이수(7)역,736-112,74,,,,,2단계. 시설물 점검
1386,네트워크,7호선,이수(7)역,736-301,62.03,패션잡화,2022-12-16,2028-04-15,6522657,
1387,공실,7호선,이수(7)역,736-303,129.35,,,,,2단계. 시설물 점검
1388,네트워크,7호선,이수(7)역,736-307,54.05,편의점,2020-02-13,2025-04-12,14677520,
1389,개별(일반),7호선,이수(7)역,736-308,9.84,패션잡화,2020-03-02,2025-04-01,2250000,
1390,네트워크,7호선,이수(7)역,736-310,27.22,식음료,2021-02-25,2026-04-26,4532176,
1391,개별(일반),7호선,이수(7)역,736-311,74.41,패션잡화,2024-01-26,2029-02-25,5183300,
1392,네트워크,7호선,이수(7)역,736-313,22.5,플라워,2018-11-27,2029-01-25,2039400,
1393,개별(일반),7호선,이수(7)역,736-316,35,패션잡화,2024-06-27,2029-07-27,2520000,
1394,임대진행,7호선,이수(7)역,736-317,25,,,,,5단계. 입찰공고
1395,네트워크,7호선,남성역,737-101,45.25,편의점,2020-02-13,2025-04-12,9788350,
1396,네트워크,7호선,남성역,737-204,65,식음료,2023-02-27,2028-05-28,7166003,
1397,네트워크,7호선,숭실대입구역,738-101,39.29,편의점,2020-02-13,2025-04-12,9835540,
1398,네트워크,7호선,숭실대입구역,738-102,22.02,식음료,2021-09-06,2026-11-05,3552070,
1399,네트워크,7호선,숭실대입구역,738-201,37,패션잡화,2023-07-17,2028-08-31,2126327,
1400,네트워크,7호선,숭실대입구역,738-202,35.7,화장품,2022-08-01,2027-12-29,1781442,
1401,개별(일반),7호선,숭실대입구역,738-203,42,기타,2018-11-20,2028-12-19,1365000,
1402,네트워크,7호선,숭실대입구역,738-204,28,기타,2023-06-05,2028-08-14,1331754,
1403,공실,7호선,숭실대입구역,738-213,30,,,,,2단계. 시설물 점검
1404,네트워크,7호선,상도역,739-101,112.57,편의점,2020-02-13,2025-04-12,21907600,
1405,네트워크,7호선,상도역,739-201,59.2,화장품,2023-08-09,2028-09-23,2814300,
1406,네트워크,7호선,상도역,739-202,50,패션잡화,2022-12-16,2028-04-15,2266228,
1407,네트워크,7호선,상도역,739-204,26,식음료,2023-02-27,2028-05-28,3015091,
1408,네트워크,7호선,장승배기역,740-101,36.18,편의점,2020-02-13,2025-04-12,8185320,
1409,개별(일반),7호선,장승배기역,740-201,35.52,패션잡화,2019-06-25,2024-07-24,2710000,
1410,네트워크,7호선,신대방삼거리역,741-101,51.49,편의점,2020-02-13,2025-04-12,13025870,
1411,개별(일반),7호선,신대방삼거리역,741-102,55,패션잡화,2022-09-01,2027-10-01,2801000,
1412,네트워크,7호선,신대방삼거리역,741-201,25.06,패션잡화,2023-07-17,2028-08-31,1471298,
1413,개별(일반),7호선,신대방삼거리역,741-202,34,패션잡화,2024-02-13,2029-03-14,3220000,
1414,개별(일반),7호선,신대방삼거리역,741-203,61,패션잡화,2024-03-04,2029-04-03,2710000,
1415,임대진행,7호선,신대방삼거리역,741-206,49,,,,,5단계. 입찰공고
1416,개별(일반),7호선,신대방삼거리역,741-207,27,무인프린트,2022-10-31,2027-11-30,1139500,
1417,네트워크,7호선,신대방삼거리역,741-208,42,화장품,2022-08-01,2027-12-29,1762389,
1418,네트워크,7호선,신대방삼거리역,741-209,42,밀키트,2022-06-20,2027-08-19,1771200,
1419,네트워크,7호선,신대방삼거리역,741-210,42,기타,2022-09-07,2028-02-04,1768200,
1420,네트워크,7호선,보라매역,742-103,27.58,편의점,2020-02-13,2025-04-12,6309160,
1421,네트워크,7호선,보라매역,742-105,38,식음료,2022-07-18,2027-10-16,3799002,
1422,네트워크,7호선,보라매역,742-106,39,화장품,2022-08-01,2027-12-29,1857653,
1423,개별(일반),7호선,보라매역,742-107,32,패션잡화,2023-09-18,2028-10-18,2750000,
